id,versions,displayName,abbreviation
2014,"[{'id': 1192, 'md5': 'CB52358B00989F86FF0E6F43C9E1AD48', 'sha1': 'DD59BF406A7C245C3A0F621580DF8A1DEF830692', 'name': 'Toy Story (Unl) [!].nes', 'type': 5, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 3664, 'md5': 'E99C116CDB5643E9F83EE548179041AE', 'sha1': '7C748E5A83FB07905CADC427D1909A04AF8C51EC', 'name': 'Toy Story (Unl) [hM219].nes', 'type': 2, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Toy Story,nestoys
2015,"[{'id': 1210, 'md5': 'D47E2C42AEB6A9AC5E37A22C371B4915', 'sha1': None, 'name': 'Lizard.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Lizard,lizard
2037,"[{'id': 1449, 'md5': '9EB7DED08C29C6933D5BEC7A185FEEFA', 'sha1': '18365FE8E037A50D2127129F81CE291CAB4C1A3E', 'name': 'Spy Hunter (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Spy Hunter,spyhunt
2040,"[{'id': 2505, 'md5': '13A196F06BC83198B826548CBA064775', 'sha1': 'AE1B36836527902467A0A2C1F5C94177FA5D7E79', 'name': 'City Connection (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",City Connection,cityconn
2042,"[{'id': 817, 'md5': '0ed8f1c66a067a6c74dc7a6f57ca2ea3', 'sha1': '6eb403761aa79f3ba90b8a8979e988f389c5f3d6', 'name': 'Super Bat Puncher Demo.nes', 'type': 6, 'region': 'W', 'version': 'Demo', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Super Bat Puncher,sbpd
2046,"[{'id': 1699, 'md5': '7C0A3A67F404C03F2D701B93A4566602', 'sha1': '74883CD81BA34439C99CBDF76328F3EEAE964A46', 'name': 'Formation Z (J) (PRG1) [!].nes', 'type': 1, 'region': 'J', 'version': 'PRG1', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Formation Z,formz
2047,"[{'id': 1058, 'md5': '4F468A50EF3E23807E74C9770868D08C', 'sha1': '95A1DEDB3F23FF4F1E71B5F518FD7622163EC8CD', 'name': 'Super Arabian (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 5157, 'md5': '3293663CDDC82D83F6C2DB6B791A19F6', 'sha1': '906B68B3560B51FD7C15F71E79F2404E12AEADB9', 'name': 'Super Arabian (J) [!].nes (2)', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Super Arabian,superara
2055,"[{'id': 1784, 'md5': 'B8444488249EF5BFFCB8136196E0EBAD', 'sha1': '4FC0D34E3914199B1CFE849A1BBF24E975D062E5', 'name': ""Addams Family, The - Pugsley's Scavenger Hunt (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Addams Family: Pugsley's Scavenger Hunt,pugsley
2057,"[{'id': 2542, 'md5': '67BF0E41564CBD5E597CE8BBC252BDDF', 'sha1': 'F7F697344FF0251A8DE88E39BE23913C2D8D8F53', 'name': 'Cliffhanger (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Cliffhanger,cliffhan
2061,"[{'id': 938, 'md5': '4960170839FA0D91A001F75E1867ABD9', 'sha1': '35A0843FF05BEF92DC80A77ED267E1201EBABF25', 'name': 'Conan - The Mysteries of Time (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Conan: The Mysteries of Time,conan
2068,"[{'id': 1730, 'md5': 'AF906B119D00D74E63CE00CF949AA47B', 'sha1': '24CA16FE0C4807405BB7711490982D151EB26008', 'name': 'Donkey Kong & Donkey Kong Jr.', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 2406, 'md5': '40319cad12c80fc095901eb0182df838', 'sha1': 'd8dfacbfec34cdc871d73c901811551fe1706923', 'name': 'Donkey Kong (W) (PRG1) [!].nes', 'type': 1, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Donkey Kong multiple game,dk123mth
2098,"[{'id': 1950, 'md5': 'C3A222B810675B27AE2C17C2CFE49CD3', 'sha1': 'FF4124D7293B31E0B38341FA37407A5D81EB24FB', 'name': ""Jumpin' Kid - Jack to Mame no Ki Monogatari (J).nes"", 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Jumpin' Kid: Jack to Mame no Ki Monogatari,jumpin
2112,"[{'id': 954, 'md5': '892AB4C0563652224942F20D17A7FD28', 'sha1': '7F4C3071BA94C3ABF6A44F9B54B22141737FB0DC', 'name': 'Little Red Hood (Sachen-HES) [!].nes', 'type': 1, 'region': 'U', 'version': 'Sachen-HES', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Little Red Hood,lilredhd
2126,"[{'id': 2510, 'md5': None, 'sha1': '664CE9BB3CBC9179BEEEA49E4AE8CB66DEF627E0', 'name': 'Nim & Nom v1.2', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'NesDev'}]",Nim & Nom,nimnom
2134,"[{'id': 2709, 'md5': '1C52A024D401F4BA7B08A3B7322B7833', 'sha1': '3EF71E8BD53FCF7B66680B197307111487631CCD', 'name': 'Star Voyager (U) [b1].nes', 'type': 3, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Star Voyager,starvoyg
2144,"[{'id': 1536, 'md5': None, 'sha1': '215968989507748436D7711E420A20A70EA5B6D5', 'name': 'Cowlitz Gamers 2nd Adv (Digital)', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",The Cowlitz Gamers' 2nd Adventure,cowlitz2
2146,"[{'id': 1097, 'md5': '103C5821F31CF6407F6ABC89F52F7A1E', 'sha1': None, 'name': 'Rockman: Spirits of Hackers', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Rockman: Spirits of Hackers,rocsoh
2155,"[{'id': 1909, 'md5': 'B297B7A6273969CF04F6BD96E4D701C6', 'sha1': 'BBC7F96595B472BAD123EDC5A3132C7098A5278F', 'name': 'Battle City - Zeng Ge Hack V4.nes', 'type': 2, 'region': 'W', 'version': '4.00', 'systemCode': 'NES', 'sourceDb': None}]",Battle City: Zeng Ge Hack,batlhck
2164,"[{'id': 1856, 'md5': '36FEEBEEEDA2C51A94AC89329E52744B', 'sha1': '2DF483DA7F6CFE0D5A4FFD0C5432462EA4D6BC62', 'name': ""Mickey's Adventures in Numberland (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Mickey's Adventures in Numberland,micknum
2166,"[{'id': 1671, 'md5': '2659B48776E803FB83ECB01198764971', 'sha1': '31633759560556CC16BB45ED381FF72BC3C57EAB', 'name': 'Donald Land (J) [p1][!]', 'type': 3, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4303, 'md5': '49DC90E971C9EFA58C4DB4FFB3BCBDCA', 'sha1': 'C5BBA353871E438C387FD13891580A2A139694AD', 'name': 'Donald Land (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Donald Land,mcdonlnd
2170,"[{'id': 2071, 'md5': '1444DDEF92564AE405F06B94D66E0ACB', 'sha1': '7E7A8B88974B29FBD18F858D5228F0CD9CDD12C0', 'name': 'Labyrinth (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Labyrinth,labyrnth
2175,"[{'id': 2194, 'md5': '60F52E9EF4B97E52AB6D47BE73DA815F', 'sha1': 'FCC6563FC2C9C3CB898519C463FA432881CA830B', 'name': ""L'Empereur"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",L'Empereur,lemperor
2181,"[{'id': 1939, 'md5': 'FD443CF1BF2EC318FAC8C9E2EA479E6B', 'sha1': '91DE9DA2F274E18E04969BBA27A14AD22C5981EB', 'name': 'Skate or Die (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Skate or Die!,skatenes
2186,"[{'id': 1887, 'md5': '924F89AAD439DB0ADA794E23075D649F', 'sha1': '98D432FB86FC1DAC95C80180FC3AE51198569091', 'name': 'BurgerTime (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",BurgerTime,burgtime
2199,"[{'id': 1430, 'md5': '4F83DE81AA1B986A1961A8DC967FE0A2', 'sha1': 'C301368AE8B92DE2DCA9CE707BBB150694A157DF', 'name': 'Mutant Virus, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Mutant Virus: Crisis in a Computer World,mutvirus
2200,"[{'id': 2558, 'md5': 'F47EF59EA3453BEA7C41385839FF9CA8', 'sha1': 'B8AEEC05833791298AC8998FCA61793E9F9EFA11', 'name': 'Romance of The Three Kingdoms II (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Romance of the Three Kingdoms II,romtk2
2205,"[{'id': 2582, 'md5': '96AA5871A92D6265DA62D7E319BA46D1', 'sha1': None, 'name': 'Ultima: Warriors of Destiny', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Ultima: Warriors of Destiny,ultimawd
2207,"[{'id': 1990, 'md5': '0695F50A712828C53A24013D8702987A', 'sha1': 'CCBB885489521D07809B3F0A01B916970F1E742A', 'name': 'Urusei Yatsura - Lum no Wedding Bell (J) [a1].nes', 'type': 1, 'region': 'J', 'version': 'a1', 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Urusei Yatsura: Lum no Wedding Bell,uruyatsu
2210,"[{'id': 42, 'md5': '5707e88200b3386bea5ef38eb37853b5', 'sha1': '1c748bdbecae572168e40ab515f1489ec84f24b6', 'name': 'Pokemon - White Jade Version (China) (Unl) [CHS](0834).nes', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 3935, 'md5': '5707e88200b3386bea5ef38eb37853b5', 'sha1': '1c748bdbecae572168e40ab515f1489ec84f24b6', 'name': 'Pokemon White Jade (Jncota) (KT-1065) (Ch).nes', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Pocket Monsters: White Jade Version,pokmonwj
2211,"[{'id': 951, 'md5': '4A7966D672C1A64B1D55B790DB8D428C', 'sha1': 'A08CB11A59571DC4D4F9D0F2BB81D0BA4E74FB2E', 'name': 'mm4voyage.nes', 'type': 2, 'region': 'U', 'version': '1.06', 'systemCode': 'NES', 'sourceDb': None}]",Mega Man 4 Voyage,mm4voyge
2214,"[{'id': 2062, 'md5': '4a79a549c297753d6d0bb2121db00fd4', 'sha1': '898e89261cd1844edfcb42ac7da464edc2cca890', 'name': 'Angry Birds 3 (Ch).nes', 'type': 8, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Angry Birds (Nice Code),angbrdnc
2215,"[{'id': 45, 'md5': '852b16b543633e57f7bf83e55062688a', 'sha1': 'a77cb2554692e9993e9ca179b6ae1e0d510227af', 'name': 'Angry Birds (Unl) [!]', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 46, 'md5': '8fe41bc1b8432836c0410f51089455bd', 'sha1': '97a971a977b626f3ae1f5beeae8bcb2276844f27', 'name': 'Super Angry Birds (Unl)', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Angry Birds,nes-angry-birds
2226,"[{'id': 1674, 'md5': 'F9416759770F6B824B458707DF91A802', 'sha1': '81299BA9744ECE1AFD8B6E0B7EAAFA6F07B0B2D2', 'name': 'Stadium Events', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Stadium Events,stdmevts
2227,"[{'id': 1731, 'md5': '260A856E46E9E728A558EA21E37D37C7', 'sha1': '0066DABBFC1E67502B4A28BB46C9F37D7D01C4C2', 'name': 'Space Shuttle Project', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Space Shuttle Project,spcshprj
2229,"[{'id': 1349, 'md5': 'F66E44CC74CA408BF6A655A6879A2B22', 'sha1': '182DEB3B4F8933C780CCA16291605BCF1C3024FD', 'name': 'Rollerblade Racer (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Rollerblade Racer,rollrace
2231,"[{'id': 2389, 'md5': '74F6CDEB7B7C58D29949FE740C8402D5', 'sha1': '0E2ECD0DDFCB4EE1477A9ED8DEEC119A8D28DFAA', 'name': 'Short Order - Eggsplode (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Eggsplode,eggsplod
2233,"[{'id': 2302, 'md5': '3478A281EEBB9B185C5146BE32A2073D', 'sha1': '40ACF576DA44C2AC108481BB6B38BFDEDE3D1460', 'name': 'Smurfs, The (E) (M4) [!].nes', 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Smurfs,nes-smurfs
2235,"[{'id': 2103, 'md5': 'D2D50A61E809846D0ED5E4467A2B3A3B', 'sha1': '7B706C1E981BDE05AF8E1692CFCFC43EE494A58B', 'name': 'Overlord (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Overlord,overlord
2236,"[{'id': 2596, 'md5': 'F93EFEA1C237900373DD26B9BCCB1595', 'sha1': '01ee3511d2e865514f614943981066051063fc97', 'name': 'Multidude (World) (Aftermarket) (Unl).nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'RetroSouls'}]",Multidude,multidud
2238,"[{'id': 1496, 'md5': '7d79e975ec418bc465b976696ddc84ea', 'sha1': '25cdee719399cdf7624e1a3d2addce1898db439b', 'name': 'Wing of Madoola, The (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Wing of Madoola,madoola
2242,"[{'id': 1720, 'md5': '131E911F248CF42313184D3DBBD576DB', 'sha1': '1BCF4DBE18A5379C115ABB50B4ECE876347C23F4', 'name': 'Baseball (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Baseball,
2244,"[{'id': 2595, 'md5': '325873B147C7E6887913C5D3B5F4525A', 'sha1': '7AC704367A42EE41EEE838A2CC0A520CBAED77AA', 'name': 'Mechanized Attack', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mechanized Attack,
2245,"[{'id': 1433, 'md5': 'E300DF875430695A5F8680EE1C16B5A4', 'sha1': 'E1B29A14727391738B0A48C9AE409A76012EC2AC', 'name': 'Punisher, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Punisher,
2248,"[{'id': 2312, 'md5': 'E6FFA9FD1A9470CCA2A87557DBEE54AB', 'sha1': '516E416BE1FEEE392AF2CCA0AD75DDDAC3C58748', 'name': 'Mickey Mania 7 (Unl) [!].nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Mickey Mania 7,
2249,"[{'id': 2250, 'md5': 'C02CBB2F78E4ACFD4844D7973262DE2F', 'sha1': '2A43AEFD2768874E211B6EBA74441BF295C64BA6', 'name': 'Ikari Warriors II - Victory Road (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Ikari Warriors II: Victory Road,
2257,"[{'id': 2566, 'md5': 'B82B665AEFBBD5F4C633174DF44CA051', 'sha1': 'FBA99CD8CFB0D44EAAEE300DCD194520B41A92B2', 'name': 'Advanced Dungeons & Dragons - Dragons of Flame (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Advanced Dungeons & Dragons: Dragons of Flame,adnddof
2280,"[{'id': 2048, 'md5': '10A49C0BFE49930C88976AC12E240948', 'sha1': '33930C8FD186490D99EE2FE387B987AC0831C123', 'name': '2-in-1 - Donkey Kong Country 4 + Jungle Book 2 (Unl) [!].nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Donkey Kong Country 4,
2283,"[{'id': 2729, 'md5': 'ECB84226592F5C56390F73A5A6B036F6', 'sha1': '22BFBB49C169D350EFD475E711061B78CA0F5E6C', 'name': 'Legend of Zelda - Tri Force (ES-1096) (Ch).nes', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Legend of Zelda: Triforce of the Gods,alttpnes
2300,"[{'id': 874, 'md5': '152B7BB37A4720521954B8A8C1F9DCEC', 'sha1': '49D3AB89555084E1688D71A12D1D1F1A237DCA61', 'name': 'Bio Hazard (Unl) [b1].nes', 'type': 3, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}, {'id': 5151, 'md5': 'B14F55F27E948371C3DD579EA3843AE2', 'sha1': '475785967E0E4BA8DE060E9B5CA2F3D6EBEE3669', 'name': 'Bio Hazard (Unl) [!].nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Bio Hazard,renes
2315,"[{'id': 1651, 'md5': 'CB3B323E31CC9E14D80551F9C7651CA5', 'sha1': '034DC2E0B987093E4BFF41B83707D39B5C2A0D7E', 'name': 'The Wit.nes', 'type': 6, 'region': 'U', 'version': 'Demo', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",The Wit,nes-wit
2316,"[{'id': 2268, 'md5': 'CC5557175D0D889D5D319A71F61F9268', 'sha1': '2B8C17449627B326D8228E5AE68E7587954A0096', 'name': 'EarthWorm Jim 2 (Unl) [p1].nes', 'type': 5, 'region': 'U', 'version': 'Pirate', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}, {'id': 5150, 'md5': 'AB2A83C639B531F0AFB4E6A6F1B2499B', 'sha1': '23E97906702FEB3A8B63B69B9B59108CC6524CC7', 'name': 'EarthWorm Jim 2 (Unl) [U][!].unf', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Earthworm Jim 2 (Shin-Shin),
2317,"[{'id': 1172, 'md5': 'a24b375589208efe4e1c57dfc079f3f2', 'sha1': '940d0ab1f19f0d838d7414ffaaff91846502b79c', 'name': 'Galf (World) (Aftermarket) (Unl).nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Galf,
2329,"[{'id': 941, 'md5': 'FF5280809F69662D0C34FA3EF75847E0', 'sha1': 'B0DC5D51771052F97F9B4310396F0022BDE25DFC', 'name': 'Popeye no Eigo Asobi (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Popeye no Eigo Asobi,pop-eigo-aso
2351,"[{'id': 1005, 'md5': 'B9628301F0049937976ECF14325477D8', 'sha1': 'C12A27D9100636A94353620A5DC323691F9BDA64', 'name': 'Hokuto no Ken 3 - Shin Seiki Souzou Seiken Restuden (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Hokuto no Ken 3: Shinseiki Souzou: Seiken Retsuden,
2352,"[{'id': 1282, 'md5': '1D54025046BFA0CC78C8559A2D042FD8', 'sha1': '812BB14F7EC9E49280FC1BE9C0853CC5DD973BA1', 'name': 'Tetris 2', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Tetris 2,
2359,"[{'id': 4, 'md5': '8E074813A094594C29C1D4C43E4BDBC5', 'sha1': 'EA09AEC11EFC4B42EBC644EA243C2284001FE34F', 'name': 'Lode Runner (U) [i].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Lode Runner,loder
2361,"[{'id': 67, 'md5': '1e03566dc836a9f66258c2be0e77502d', 'sha1': '5cbda7af1787053d275c4db388af89c8221da9d7', 'name': 'Godzilla 2 - War of the Monsters (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Godzilla 2: War of the Monsters,gz2wm
2362,"[{'id': 84, 'md5': 'B0A610F4E1A87D5A7D7BAF1AFA95A779', 'sha1': 'BC45EE64CB6B8D19B14D512D86B192A736854B24', 'name': 'Indiana Jones and the Last Crusade (U) (UBI Soft) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Indiana Jones and the Last Crusade (UBI Soft),ijatlcus
2369,"[{'id': 259, 'md5': '60a240bced6110c602eed4462d78d523', 'sha1': '48347620ac8d6d643763dcfac08c43b59f8b075f', 'name': 'böbl-1.1.nes', 'type': 4, 'region': 'W', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Böbl,bobl
2374,"[{'id': 324, 'md5': '529AC79FF3DD8925444C678C7F83D927', 'sha1': 'FE8F591ACA92DFB4CF1359370C1D87D3E2C2E554', 'name': 'SlowMole_v1_1.nes', 'type': 1, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Slow Mole,slowmole
2382,"[{'id': 499, 'md5': 'F7FE3D7B170CD85D4B008E6338B23FE9', 'sha1': '01AB7E90B6B2360670FEF916772D657D237FD182', 'name': 'Rampart (USA).sfc', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'SNES', 'sourceDb': None}, {'id': 3475, 'md5': '5BA6A80F007FF852557AD7E6DAE6DCD8', 'sha1': 'E970FE3666E0392EE9F1C1EE25657ABB48D75A3E', 'name': 'Rampart (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rampart,rampart
2389,"[{'id': 1790, 'md5': '86382CFADA9D12B339B1DB8E5BBFF026', 'sha1': 'D5047DA05E3F161B97A11CA271671380635B4B8D', 'name': 'Star Wars (J) (Namco) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Star Wars (Namco),swnamco
2427,"[{'id': 562, 'md5': '62CC104D22F230B72218E818ADE4722D', 'sha1': '0A365EEF8E5D93916BAB5DBAAA2F51E8B601BCDA', 'name': 'Perfect Fit (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Perfect Fit,perffit
2435,"[{'id': 571, 'md5': 'deeaf9d51fc3f13f11f8e1a65553061a', 'sha1': '443d235fbdd0e0b3adb1dcf18c6caa7eceec8bee', 'name': '1943 - The Battle of Midway (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",1943: The Battle of Midway,1943tbom
2436,"[{'id': 572, 'md5': 'c3263d7de9fd9aa6bdc416526399314e', 'sha1': 'a042a3bd69c2ea5b944dda26ea5f47321b175eb5', 'name': 'Adventures of Dino Riki (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Adventures of Dino Riki,dinoriki
2437,"[{'id': 573, 'md5': '5042f7646e7cf01a4a44543c13faacff', 'sha1': '16682a20548d3be269f50b954b5a4f3c6e0dc05b', 'name': 'Caveman Games (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Caveman Games,cavemang
2438,"[{'id': 574, 'md5': '012ee9519970ea1b531c18960c58260e', 'sha1': 'f22e7e1c350c5d97779ce1592a538373560c644e', 'name': 'chase.nes', 'type': 4, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Chase,neschase
2439,"[{'id': 576, 'md5': '6e5a474e52813c353a78d93630c27730', 'sha1': 'fcd1984d4cb3e0ab4d626ed2561c8e6d57198b76', 'name': 'Dig Dug (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Dig Dug,digdug1
2440,"[{'id': 577, 'md5': '02c95a29922c458ce2e4286648adae58', 'sha1': 'ea2c3907d112c9096300084dbd9a457bb8f09412', 'name': 'painguin.nes', 'type': 4, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Dikki Painguin in: TKO for the Third Reich,dpitfttr
2441,"[{'id': 578, 'md5': '62b74bb9f3146d5ef81a19ec9042c5bf', 'sha1': 'f04c114b9293366cec09dc83698855486724155c', 'name': 'Final Fantasy VII (China) (unl).nes', 'type': 0, 'region': 'Other', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Final Fantasy VII: Advent Children,ff7nes
2442,"[{'id': 579, 'md5': '1363f9ad05d018a05e5be8eb376cd6fd', 'sha1': '7dcdf7db93b040d484b190fdfd976bb67ab72db0', 'name': 'Fisher-Price - Perfect Fit (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Fisher-Price: Perfect Fit,fshrppf
2443,"[{'id': 580, 'md5': 'cda9b5267e3241ddeeac4458e62fc945', 'sha1': 'a253df603c207866373be55076a5616e3bcad2eb', 'name': 'Fisher-Price - I Can Remember (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Fisher-Price: I Can Remember,fshrpicr
2444,"[{'id': 581, 'md5': 'c634fbd6ce3445f81400d5c38dda0454', 'sha1': '09c0917bf04da53b5c7f09b0d4427f17e0687c70', 'name': 'flappy.nes', 'type': 2, 'region': 'W', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}, {'id': 5328, 'md5': '890C26B49AE34825EA035D8486E4AF9F', 'sha1': None, 'name': 'Flappy Bird (unknown)', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Flappy Bird,flapbird
2445,"[{'id': 582, 'md5': 'e9ffb04746d960e9818cfd3c1531972f', 'sha1': 'eaaa2339661fa6c00a547df1d2bde13be1e8fe59', 'name': 'Flying Warriors (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Flying Warriors,fwrriors
